REGIAO:;CO;;;;;;;
UF:;MS;;;;;;;
ESTACAO:;BONITO;;;;;;;
CODIGO (WMO):;S704;;;;;;;
LATITUDE:;-21,246756;;;;;;;
LONGITUDE:;-56,450442;;;;;;;
ALTITUDE:;329;;;;;;;
DATA DE FUNDACAO:;06/08/2018;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
05/07/2020;0000 UTC;0;972,1;20,7;74;26;4,4;3
05/07/2020;0100 UTC;0;972,4;20,7;75;9;5;2,4
05/07/2020;0200 UTC;0;972,6;18,3;86;15;5;2,4
05/07/2020;0300 UTC;0;972,8;19,4;85;18;4,5;2,1
05/07/2020;0400 UTC;0;972,8;19,2;84;23;4,2;2,4
05/07/2020;0500 UTC;0;972,7;19,1;84;12;4,1;2
05/07/2020;0600 UTC;0;972,6;18,8;85;36;4,4;3,3
05/07/2020;0700 UTC;0;972,3;18,8;87;36;4,4;3
05/07/2020;0800 UTC;0;972,3;18,4;86;11;5,1;2
05/07/2020;0900 UTC;0;972,7;17,4;87;2;4,3;2,1
05/07/2020;1000 UTC;0;973,5;18,8;91;15;4,1;2
05/07/2020;1100 UTC;0;974,4;19;86;33;3,7;1,5
05/07/2020;1200 UTC;0;975,5;20,5;87;22;3,4;1,9
05/07/2020;1300 UTC;0;976,1;22,4;79;20;5,3;1,9
05/07/2020;1400 UTC;0;976,1;25,2;74;15;6,1;2,9
05/07/2020;1500 UTC;0;975,6;27,4;62;4;7,6;3,7
05/07/2020;1600 UTC;0;974,7;28;52;6;11,2;5,4
05/07/2020;1700 UTC;0;973,8;30,1;48;355;10,7;5,7
05/07/2020;1800 UTC;0;973,1;29,4;47;358;9,8;4,7
05/07/2020;1900 UTC;0;973;28,9;47;355;10;5,1
05/07/2020;2000 UTC;0;972,8;28,1;50;354;8,6;5,8
05/07/2020;2100 UTC;0;973,2;26,6;57;359;8,6;2,8
05/07/2020;2200 UTC;0;973,4;25;64;18;5,4;2,3
05/07/2020;2300 UTC;0;973,9;24,5;67;12;3,9;2,3
06/07/2020;0000 UTC;0;974,5;24,2;68;6;4,1;2,6
06/07/2020;0100 UTC;0;974,7;23,4;72;30;4,4;1,7
06/07/2020;0200 UTC;0;975;23,1;75;353;2,7;1,9
06/07/2020;0300 UTC;0;975;23,4;75;359;5,6;2,4
06/07/2020;0400 UTC;0;974,9;23,1;78;341;3,8;2,3
06/07/2020;0500 UTC;0;974,7;23,3;79;325;3,9;2,7
06/07/2020;0600 UTC;0;974,5;22,2;78;335;3,6;1,6
06/07/2020;0700 UTC;0;974,3;22,7;77;305;3,4;1,7
06/07/2020;0800 UTC;0;973,9;21,4;89;144;3,4;0,8
06/07/2020;0900 UTC;0;974,3;21,7;90;10;3,1;1,9
06/07/2020;1000 UTC;0;974,9;22;86;7;4,2;2,3
06/07/2020;1100 UTC;0;975,6;21,7;84;22;4,4;2,7
06/07/2020;1200 UTC;0;976,2;22,8;83;34;5,1;1,9
06/07/2020;1300 UTC;0;976,4;25,1;78;19;4,6;2,6
06/07/2020;1400 UTC;0;976,3;28,4;72;55;4,2;2
06/07/2020;1500 UTC;0;975,7;29,6;65;32;4,9;1,8
06/07/2020;1600 UTC;0;974,8;29,8;63;63;5,9;3,8
06/07/2020;1700 UTC;10,6;974,4;24,6;92;340;14,9;1,1
06/07/2020;1800 UTC;0;973,7;27,8;89;3;5,8;2,9
06/07/2020;1900 UTC;0;973,4;28,5;71;21;5,8;2,4
06/07/2020;2000 UTC;0,2;973,4;27,6;67;357;5,8;3,3
06/07/2020;2100 UTC;0;973,4;26,2;71;8;5,6;2,6
06/07/2020;2200 UTC;0;973,9;23,7;83;334;4,7;1,9
06/07/2020;2300 UTC;0;973,9;22,7;88;344;2,7;1,5
07/07/2020;0000 UTC;0;974,4;22;93;325;2,1;1,9
07/07/2020;0100 UTC;0;974,5;20,9;95;305;2,1;0,4
07/07/2020;0200 UTC;0;974,7;21,2;95;345;2,3;1,5
07/07/2020;0300 UTC;0;974,7;20,4;95;294;2,7;2
07/07/2020;0400 UTC;0;974,5;19,2;97;170;3,5;2
07/07/2020;0500 UTC;0;974;18,5;98;154;3;1
07/07/2020;0600 UTC;0;973,7;18,5;98;264;2,6;2,2
07/07/2020;0700 UTC;0;973,1;18;98;330;2,6;0,4
07/07/2020;0800 UTC;0;972,9;18,6;98;332;1,9;0,7
07/07/2020;0900 UTC;0;973;17,9;98;36;2,3;0,8
07/07/2020;1000 UTC;0;973,5;18,7;98;318;3,1;1,1
07/07/2020;1100 UTC;0;974,3;19,1;98;283;3,4;2
07/07/2020;1200 UTC;0;974,7;21,3;98;21;3,5;1,9
07/07/2020;1300 UTC;0;975;23,8;92;359;5,6;3,5
07/07/2020;1400 UTC;0;974,4;26,7;77;1;7,8;5
07/07/2020;1500 UTC;0;973,3;28,6;64;5;12,3;7,1
07/07/2020;1600 UTC;0;972,6;29,7;55;351;12,1;7
07/07/2020;1700 UTC;0;971,5;29,7;53;5;13;6,6
07/07/2020;1800 UTC;0;970,4;29,9;53;355;14,2;7,6
07/07/2020;1900 UTC;0;970;29,6;50;353;11,6;6
07/07/2020;2000 UTC;0;969,9;28,2;53;353;9,6;3,7
07/07/2020;2100 UTC;0;970,4;26,9;55;354;8,4;4,7
07/07/2020;2200 UTC;0;971,3;24,3;66;356;7,5;2
07/07/2020;2300 UTC;0;972,3;19,2;87;208;8;5,7
08/07/2020;0000 UTC;0;973,3;17,5;91;203;8,9;5,8
08/07/2020;0100 UTC;0;973,5;16,8;93;176;8,2;3
08/07/2020;0200 UTC;0;974,3;17;94;214;7,6;4,4
08/07/2020;0300 UTC;0;974,4;16,8;92;204;9,3;6
08/07/2020;0400 UTC;0;975;16,1;92;209;10,9;6
08/07/2020;0500 UTC;0;975,5;15,2;91;213;10,4;7,1
08/07/2020;0600 UTC;0;975;14,7;91;216;10,5;7,3
08/07/2020;0700 UTC;0;975,2;14,2;91;209;10,5;4,6
08/07/2020;0800 UTC;0;975,4;13,4;92;213;10;6
08/07/2020;0900 UTC;0;976,4;13,2;91;217;10,1;5,1
08/07/2020;1000 UTC;0;977,2;13,1;91;220;7,5;3,7
08/07/2020;1100 UTC;1,4;977,3;12,6;95;199;6,5;4,3
08/07/2020;1200 UTC;0,4;978,4;12,7;96;200;6,7;4,2
08/07/2020;1300 UTC;0;978,7;12,7;95;193;9,7;5,5
08/07/2020;1400 UTC;0;978,7;12,8;92;196;8,4;4,9
08/07/2020;1500 UTC;0;978,4;13,8;88;192;7,1;4
08/07/2020;1600 UTC;0;978,2;14,3;84;183;6,3;3,6
08/07/2020;1700 UTC;0;977,8;14,3;82;185;6,3;4,2
08/07/2020;1800 UTC;0;977,5;14,7;83;175;6,7;3,7
08/07/2020;1900 UTC;0;977,6;13,5;86;165;6,1;3,7
08/07/2020;2000 UTC;0;978,3;13,1;87;183;6,1;3,9
08/07/2020;2100 UTC;0;978,6;12,4;90;180;6,5;4,2
08/07/2020;2200 UTC;0;979,1;12,1;91;177;6,5;4,1
08/07/2020;2300 UTC;0;979,7;11,7;92;187;5,6;3,5
09/07/2020;0000 UTC;0;980,4;11,8;92;206;5,9;2,7
09/07/2020;0100 UTC;0;980,7;12;91;199;5,4;3
09/07/2020;0200 UTC;0;980,8;12;92;181;6;3,6
09/07/2020;0300 UTC;0;980,5;12;94;169;5,9;3,1
09/07/2020;0400 UTC;0;981,1;12,1;95;198;4,9;3,1
09/07/2020;0500 UTC;0;981,6;12;95;186;7,4;4,4
09/07/2020;0600 UTC;0;982,1;11,7;97;199;8,3;5,5
09/07/2020;0700 UTC;0;982,1;11,2;97;180;9,3;4,9
09/07/2020;0800 UTC;0;982,1;11;96;173;8,6;5,4
09/07/2020;0900 UTC;0;982;10,9;96;163;8;4
09/07/2020;1000 UTC;0;982,8;11,1;95;168;6,2;3
09/07/2020;1100 UTC;0;983,1;11,1;95;148;4,1;2,2
09/07/2020;1200 UTC;0;983,5;11,1;95;157;4,9;3,1
09/07/2020;1300 UTC;0;984;11,3;95;124;6,2;3,1
09/07/2020;1400 UTC;0;984,6;11,1;94;136;5,6;3
09/07/2020;1500 UTC;0;984,5;12;93;103;5,6;3,3
09/07/2020;1600 UTC;0;983,9;12,5;90;154;5,2;2,2
09/07/2020;1700 UTC;0;982,9;13,3;87;127;4,2;2,3
09/07/2020;1800 UTC;0;982;14,3;85;120;4,1;1,9
09/07/2020;1900 UTC;0;981,7;14,8;82;116;4,4;1,1
09/07/2020;2000 UTC;0,2;981,5;14,6;82;144;3,5;2
09/07/2020;2100 UTC;0;981,1;13,4;88;121;3,6;0,9
09/07/2020;2200 UTC;0;981,1;11,9;93;238;2,4;1,8
09/07/2020;2300 UTC;0;980,9;11,8;95;310;2,7;1,2
10/07/2020;0000 UTC;0;980,6;11,2;95;330;3,3;2,7
10/07/2020;0100 UTC;0;980,5;10,7;96;332;3,8;1,1
10/07/2020;0200 UTC;0;980,1;10,9;97;291;1,9;0,9
10/07/2020;0300 UTC;0;979,7;10,6;97;325;1,3;0,8
10/07/2020;0400 UTC;0;979,3;10,8;97;325;2,7;1,3
10/07/2020;0500 UTC;0;979;10,4;97;327;1,9;1
10/07/2020;0600 UTC;0;978,3;10,1;97;351;1,6;0,5
10/07/2020;0700 UTC;0;977,8;9,6;98;128;2;1,2
10/07/2020;0800 UTC;0;977,6;9,5;98;114;2;0,7
10/07/2020;0900 UTC;0;977,7;10,3;98;24;1,4;0,4
10/07/2020;1000 UTC;0;977,6;9,5;98;63;1,3;0,7
10/07/2020;1100 UTC;0;978;11,2;97;343;2,4;1,8
10/07/2020;1200 UTC;0;978,2;12,9;95;15;2,4;0,8
10/07/2020;1300 UTC;0;978,6;16,5;94;1;3,4;1,7
10/07/2020;1400 UTC;0;978,4;19,6;81;33;6,7;3,8
10/07/2020;1500 UTC;0;977,5;21,3;72;9;6,7;3,8
10/07/2020;1600 UTC;0;976;24,2;67;29;6,4;3,9
10/07/2020;1700 UTC;0;974,8;26,4;63;2;9,2;4,4
10/07/2020;1800 UTC;0;973,6;26,6;57;7;9,4;4,5
10/07/2020;1900 UTC;0;973,2;27,7;59;339;9,6;5
10/07/2020;2000 UTC;0;973,2;26,8;57;352;7,7;3,4
10/07/2020;2100 UTC;0;973,3;24,3;66;349;5,8;2,6
10/07/2020;2200 UTC;0;973,4;20,9;80;1;3,8;0,4
10/07/2020;2300 UTC;0;973,6;20,1;85;336;1,9;1,4
11/07/2020;0000 UTC;0;973,9;18,8;93;6;2,6;1,6
11/07/2020;0100 UTC;0;974,1;20,2;90;358;3,9;1,8
11/07/2020;0200 UTC;0;974,2;18,4;90;308;3,1;1,9
11/07/2020;0300 UTC;0;974,2;18;93;318;3,4;3,2
11/07/2020;0400 UTC;0;974,1;17,7;93;338;3,7;2,4
11/07/2020;0500 UTC;0;974,1;16,5;97;56;3;0,6
11/07/2020;0600 UTC;0;973,8;17,5;98;4;2,4;1,6
11/07/2020;0700 UTC;0;974;16,4;98;82;2,3;1,9
11/07/2020;0800 UTC;0;974,2;15;98;93;2,1;1,8
11/07/2020;0900 UTC;0;974,6;16,2;99;68;2,4;1,6
11/07/2020;1000 UTC;0;975;18,1;99;21;3,6;1,8
11/07/2020;1100 UTC;0;975,8;15,6;98;336;3,2;0,5
11/07/2020;1200 UTC;0;976,5;20,3;98;6;2,7;1,4
11/07/2020;1300 UTC;0;976,7;23,4;87;354;5,5;3,2
11/07/2020;1400 UTC;0;976,3;26,3;73;15;7,1;3,7
11/07/2020;1500 UTC;0;975,6;28;63;15;7,5;4
11/07/2020;1600 UTC;0;974,4;29;57;358;10,8;6,4
11/07/2020;1700 UTC;0;973,2;29,7;49;3;11,9;5,9
11/07/2020;1800 UTC;0;972;29,4;49;4;11,8;6,8
11/07/2020;1900 UTC;0;971,5;28,9;49;6;12,3;6,1
11/07/2020;2000 UTC;0;971,5;27,7;51;1;10,8;5,6
11/07/2020;2100 UTC;0;971,9;26,6;55;2;12,1;5,9
11/07/2020;2200 UTC;0;972,3;24,1;65;6;10,2;3,2
11/07/2020;2300 UTC;0;972,8;22,9;70;13;5,3;2,2
12/07/2020;0000 UTC;0;973,2;22,3;73;15;4,2;2,6
12/07/2020;0100 UTC;0;973,7;21,9;75;11;4,3;2,4
12/07/2020;0200 UTC;0;973,5;21,5;76;3;4,6;2,4
12/07/2020;0300 UTC;0;973,5;19,8;82;345;3,7;1,4
12/07/2020;0400 UTC;0;973,6;18,4;91;45;2,6;1,8
12/07/2020;0500 UTC;0;973,2;18,8;89;36;3,4;1,9
12/07/2020;0600 UTC;0;973;18,2;86;31;2,5;1,8
12/07/2020;0700 UTC;0;972,8;17,1;94;14;2,5;1
12/07/2020;0800 UTC;0;973;16,3;95;67;1,7;0,9
12/07/2020;0900 UTC;0;973,2;17,7;95;26;3,9;2,8
12/07/2020;1000 UTC;0;973,7;17,4;87;36;4;2,1
12/07/2020;1100 UTC;0;974,3;16,6;92;218;3,5;0,3
12/07/2020;1200 UTC;0;975,4;21,7;91;357;2,1;1,1
12/07/2020;1300 UTC;0;975,8;23,9;76;14;3;1,1
12/07/2020;1400 UTC;0;975,7;26,7;70;41;3,7;2,2
12/07/2020;1500 UTC;0;975,2;28,7;60;33;4,3;2,5
12/07/2020;1600 UTC;0;974,5;28,9;56;77;4,8;1,3
12/07/2020;1700 UTC;0;973,4;31,2;53;296;6;3,1
12/07/2020;1800 UTC;0;972,7;31,1;44;306;9,7;4,3
12/07/2020;1900 UTC;0;972,4;30,6;51;31;7,3;2,4
12/07/2020;2000 UTC;0;972,5;29,5;49;9;7,3;3,1
12/07/2020;2100 UTC;0;973,3;26,7;58;8;6,2;1,9
12/07/2020;2200 UTC;0;974;25,1;63;10;4;2,1
12/07/2020;2300 UTC;0;974,4;24,8;66;9;5,1;2,7
13/07/2020;0000 UTC;0;974,9;22,5;76;335;4,8;2
13/07/2020;0100 UTC;0;975,3;23,7;77;345;3,7;2,5
13/07/2020;0200 UTC;0;975,5;24,2;72;355;5,9;4
13/07/2020;0300 UTC;0;975,3;23;75;355;5,9;3,4
13/07/2020;0400 UTC;0;975,3;23;74;358;4,8;3,5
13/07/2020;0500 UTC;0;974,9;22,3;76;356;5;3,2
13/07/2020;0600 UTC;0;974,3;22,3;81;359;5,2;3,7
13/07/2020;0700 UTC;0;973,8;22,1;76;8;5,6;2,6
13/07/2020;0800 UTC;0;974;21,8;76;8;5,1;3
13/07/2020;0900 UTC;0;974,4;21,2;78;7;5,5;2,7
13/07/2020;1000 UTC;0;975,3;18,7;88;13;4,8;1,2
13/07/2020;1100 UTC;0;976,1;20,8;90;13;3,7;2,3
13/07/2020;1200 UTC;0;977,2;23,8;82;6;3,9;2
13/07/2020;1300 UTC;0;977,8;26,4;70;17;4;2,1
13/07/2020;1400 UTC;0;977,9;28,2;66;32;3,6;1,8
13/07/2020;1500 UTC;0;977,4;29,9;62;232;3,9;1,4
13/07/2020;1600 UTC;0;976,6;31,2;56;287;7,9;4,4
13/07/2020;1700 UTC;0;975,9;31,3;46;302;7,5;5,1
13/07/2020;1800 UTC;0;975,3;31,7;49;308;7,4;3
13/07/2020;1900 UTC;0;975,2;31,6;44;310;8,5;2,3
13/07/2020;2000 UTC;0;975,4;30,5;45;320;5,7;3
13/07/2020;2100 UTC;0;975,9;28,4;54;355;4,3;2,3
13/07/2020;2200 UTC;0;976,3;26,5;64;357;4,2;1
13/07/2020;2300 UTC;0;976,7;25,2;75;14;2,1;1,3
14/07/2020;0000 UTC;0;977,3;23,2;79;203;2,8;1,3
14/07/2020;0100 UTC;0;977,9;22,9;79;198;4;1
14/07/2020;0200 UTC;0;978,3;22,4;83;186;4,5;2,4
14/07/2020;0300 UTC;0;978,6;22,5;87;201;8,3;4,7
14/07/2020;0400 UTC;0;978,8;21,5;92;216;6,9;4,7
14/07/2020;0500 UTC;0;978,8;20,8;92;211;7,3;4,4
14/07/2020;0600 UTC;0;978,7;20;92;207;7,6;5
14/07/2020;0700 UTC;0;978,7;19,1;91;207;7,6;4,1
14/07/2020;0800 UTC;0;979;18,7;90;214;7;4,9
14/07/2020;0900 UTC;0;979,5;19,2;90;199;8,6;4
14/07/2020;1000 UTC;1,8;980,1;18,2;97;202;6,7;4,1
14/07/2020;1100 UTC;2;980,6;18,1;97;199;6,1;3,9
14/07/2020;1200 UTC;0,6;981,1;18,3;97;128;5,7;1,8
14/07/2020;1300 UTC;0,2;981,9;19,1;97;219;3,6;2,4
14/07/2020;1400 UTC;0;981,9;19,9;96;204;4,8;3
14/07/2020;1500 UTC;0;981,3;20,8;94;191;6;3,6
14/07/2020;1600 UTC;0;980,6;23;89;173;5,8;3
14/07/2020;1700 UTC;0;979,8;24,4;81;164;5,8;3,2
14/07/2020;1800 UTC;0;979,1;25,6;74;156;6,9;4,2
14/07/2020;1900 UTC;0;978,8;25;72;137;7;2,9
14/07/2020;2000 UTC;0;978,6;24,5;75;143;4,3;2,6
14/07/2020;2100 UTC;0;978,6;23,2;82;138;3,6;1,9
14/07/2020;2200 UTC;0;978,9;22,4;85;164;3,9;2,5
14/07/2020;2300 UTC;0;979,4;21,8;82;194;5;3,1
15/07/2020;0000 UTC;0;979,5;20,9;85;191;5,6;2,4
15/07/2020;0100 UTC;0;979,8;20,4;85;201;5;3
15/07/2020;0200 UTC;0;979,5;18,6;90;237;4,4;2,1
15/07/2020;0300 UTC;0;979,3;17,7;91;220;3,3;2
15/07/2020;0400 UTC;0;979,1;16,9;92;225;3,4;2
15/07/2020;0500 UTC;0;978,6;16,2;94;253;3;1,5
15/07/2020;0600 UTC;0;978,2;15,8;94;229;3,4;1,9
15/07/2020;0700 UTC;0;977,8;15,6;97;213;3,2;1
15/07/2020;0800 UTC;0;977,7;15,3;97;247;1,8;1,3
15/07/2020;0900 UTC;0;977,7;15,6;97;308;1,9;1,5
15/07/2020;1000 UTC;0;978,2;15,2;97;315;2,5;0,8
15/07/2020;1100 UTC;0;978,6;16,4;98;312;1,6;0,3
15/07/2020;1200 UTC;0;979,1;19;98;276;1,6;0,9
15/07/2020;1300 UTC;0;979,5;22,5;86;78;1,9;1,1
15/07/2020;1400 UTC;0;979,2;24,3;68;27;4,8;3,1
15/07/2020;1500 UTC;0;978,6;26,4;63;52;7,1;3,4
15/07/2020;1600 UTC;0;977,8;27,5;61;41;5,8;2,6
15/07/2020;1700 UTC;0;976,8;28,7;60;55;5,1;2,5
15/07/2020;1800 UTC;0;976;29,4;57;47;4,9;2,9
15/07/2020;1900 UTC;0;975,7;29,6;56;45;4,9;2,3
15/07/2020;2000 UTC;0;975,4;28,6;57;58;3,7;2,1
15/07/2020;2100 UTC;0;975,5;25,5;71;79;3,8;1,7
15/07/2020;2200 UTC;0;975,7;23,8;83;62;2,1;0,9
15/07/2020;2300 UTC;0;976,1;21,8;86;82;1,6;1,3
16/07/2020;0000 UTC;0;976,4;21,8;88;333;1,7;0,8
16/07/2020;0100 UTC;0;976,9;19,7;93;122;2;1,3
16/07/2020;0200 UTC;0;977,1;19,7;93;217;2;1,5
16/07/2020;0300 UTC;0;977,2;19,8;93;164;1,8;0,7
16/07/2020;0400 UTC;0;977,5;18,7;94;240;2,8;2,2
16/07/2020;0500 UTC;0;977,6;18,2;95;256;3,3;2,1
16/07/2020;0600 UTC;0;977,2;18,9;97;279;2,4;1,1
16/07/2020;0700 UTC;0;977,1;18;98;257;2,3;0,9
16/07/2020;0800 UTC;0;977,1;17,9;98;321;2,2;1,7
16/07/2020;0900 UTC;0;977,2;17,4;98;304;2,2;1,3
16/07/2020;1000 UTC;0;977,9;16,6;98;353;1,8;0,3
16/07/2020;1100 UTC;0;978,6;17,4;98;156;1,1;0,5
16/07/2020;1200 UTC;0;979,1;21,1;99;97;2,6;1,6
16/07/2020;1300 UTC;0;979,6;23,5;88;43;6;3,8
16/07/2020;1400 UTC;0;979,4;25,5;76;45;6,4;4,6
16/07/2020;1500 UTC;0;978,5;27,1;67;37;6,5;3,6
16/07/2020;1600 UTC;0;977,6;28,5;62;16;6,6;3,3
16/07/2020;1700 UTC;0;976,5;29,7;57;35;6,3;2,5
16/07/2020;1800 UTC;0;975,5;30,6;54;20;6,7;3,4
16/07/2020;1900 UTC;0;975,2;31,2;48;359;8,1;4,2
16/07/2020;2000 UTC;0;975,4;30,3;43;349;8;3,5
16/07/2020;2100 UTC;0;975,6;27;53;12;5,8;2,2
16/07/2020;2200 UTC;0;976,2;25,6;56;7;4,9;2,3
16/07/2020;2300 UTC;0;976,8;22,3;67;21;3,5;1,7
17/07/2020;0000 UTC;0;977,4;21,2;77;360;2;0,7
17/07/2020;0100 UTC;0;977,7;20,7;83;343;1,3;0,8
17/07/2020;0200 UTC;0;977,7;20,7;84;319;2,4;1,9
17/07/2020;0300 UTC;0;977,5;20,3;81;350;2,4;1,8
17/07/2020;0400 UTC;0;977,2;19;88;319;2,1;1,8
17/07/2020;0500 UTC;0;977;17,5;95;102;2,1;0,9
17/07/2020;0600 UTC;0;976,3;17,4;95;334;1,7;1
17/07/2020;0700 UTC;0;976,3;17,4;93;315;2;0,6
17/07/2020;0800 UTC;0;976,6;16,3;93;268;1,9;1,3
17/07/2020;0900 UTC;0;977;15,7;97;288;1,8;1,1
17/07/2020;1000 UTC;0;977,8;15,2;97;262;1,5;0,4
17/07/2020;1100 UTC;0;978,2;17,1;98;309;1,7;1,3
17/07/2020;1200 UTC;0;978,8;21,1;92;311;1,9;1,1
17/07/2020;1300 UTC;0;979,1;25,7;74;23;4,3;2,4
17/07/2020;1400 UTC;0;979;27,3;57;38;4,4;3
17/07/2020;1500 UTC;0;978,4;29,2;51;38;4,4;2,6
17/07/2020;1600 UTC;0;977,6;30,9;50;41;5;2,9
17/07/2020;1700 UTC;0;976,5;31,6;45;43;5,7;3,2
17/07/2020;1800 UTC;0;975,6;31,7;42;35;6,7;3
17/07/2020;1900 UTC;0;975;32;40;11;7,1;3,8
17/07/2020;2000 UTC;0;975;30,3;38;20;6,9;2,5
17/07/2020;2100 UTC;0;975,1;27,9;41;13;4,7;2,3
17/07/2020;2200 UTC;0;975,2;25,9;49;22;4,1;2,5
17/07/2020;2300 UTC;0;975,7;24;60;1;3,2;2,1
18/07/2020;0000 UTC;0;976;22,2;64;346;2,6;2,1
18/07/2020;0100 UTC;0;976,3;20,8;70;320;2,8;2,2
18/07/2020;0200 UTC;0;976,4;18;79;1;2,6;1,1
18/07/2020;0300 UTC;0;976,3;17,8;85;242;2;0,5
18/07/2020;0400 UTC;0;975,8;16,7;87;309;1,3;0,7
18/07/2020;0500 UTC;0;975,5;16,4;92;290;1,9;0,6
18/07/2020;0600 UTC;0;975,2;16,3;89;319;2,2;1,1
18/07/2020;0700 UTC;0;974,9;15,4;94;325;2,1;0,7
18/07/2020;0800 UTC;0;975;14,9;94;5;2,4;1,6
18/07/2020;0900 UTC;0;975,5;14;93;357;3;1,1
18/07/2020;1000 UTC;0;976,1;15,2;93;335;2,6;1,9
18/07/2020;1100 UTC;0;976,6;14,9;91;341;2,2;0,5
18/07/2020;1200 UTC;0;977,3;20,6;91;346;2,7;1,8
18/07/2020;1300 UTC;0;977,8;23,7;66;26;5,2;2,6
18/07/2020;1400 UTC;0;977,7;26,1;54;25;6;3,6
18/07/2020;1500 UTC;0;977,3;27,6;46;34;7,4;4,4
18/07/2020;1600 UTC;0;976,3;29,4;44;29;9,1;5,3
18/07/2020;1700 UTC;0;975,3;30,5;39;23;9,1;4,4
18/07/2020;1800 UTC;0;974,4;31,2;37;9;10,4;4,5
18/07/2020;1900 UTC;0;973,9;30,5;36;27;10,4;5,8
18/07/2020;2000 UTC;0;973,7;29,7;36;25;8,9;4,2
18/07/2020;2100 UTC;0;973,9;27,6;40;14;8,1;2,8
18/07/2020;2200 UTC;0;973,9;24,7;48;13;4,9;2,2
18/07/2020;2300 UTC;0;974,3;24;52;8;4,3;2,7
19/07/2020;0000 UTC;0;974,6;23,1;57;21;4,2;3
19/07/2020;0100 UTC;0;975,1;22,1;59;16;4,4;2,3
19/07/2020;0200 UTC;0;975,3;19,8;64;16;4,3;1,9
19/07/2020;0300 UTC;0;975,5;18,6;70;61;2,9;0,4
19/07/2020;0400 UTC;0;975,3;18,1;75;340;3;1,7
19/07/2020;0500 UTC;0;975,4;16,2;80;50;2,6;0,6
19/07/2020;0600 UTC;0;975,2;15,4;84;309;2,6;1,3
19/07/2020;0700 UTC;0;974,9;15,1;87;304;2,6;0,8
19/07/2020;0800 UTC;0;974,9;14,7;91;6;2,8;1,3
19/07/2020;0900 UTC;0;975,3;15,6;86;348;2,8;1,9
19/07/2020;1000 UTC;0;975,8;18,4;79;15;4,5;3,1
19/07/2020;1100 UTC;0;976,6;17,6;81;353;4,4;1,9
19/07/2020;1200 UTC;0;977,3;22,4;72;44;3,6;2,4
19/07/2020;1300 UTC;0;977,8;24,2;60;28;6,5;3,4
19/07/2020;1400 UTC;0;977,6;26,1;53;26;6,5;3,5
19/07/2020;1500 UTC;0;977,1;28,3;48;27;8,8;4,4
19/07/2020;1600 UTC;0;976,3;29,3;44;29;9,6;5,4
19/07/2020;1700 UTC;0;975,2;30,2;39;9;10,5;5,1
19/07/2020;1800 UTC;0;974,5;30,4;40;21;10,1;5,1
19/07/2020;1900 UTC;0;974,1;30,3;39;23;9,6;4,1
19/07/2020;2000 UTC;0;974;29,5;40;19;8,8;3,7
19/07/2020;2100 UTC;0;974,1;26,4;48;26;7,1;2,4
19/07/2020;2200 UTC;0;974;24,6;51;20;4,2;2,9
19/07/2020;2300 UTC;0;974,3;23,5;54;18;4,3;2,7
20/07/2020;0000 UTC;0;974,5;23,3;55;22;4,4;3,1
20/07/2020;0100 UTC;0;975,3;21,1;64;356;4,4;2
20/07/2020;0200 UTC;0;975,7;22,2;77;6;4,3;3
20/07/2020;0300 UTC;0;975,9;18,6;71;352;4,3;1,6
20/07/2020;0400 UTC;0;976;16,8;84;354;2,3;1,2
20/07/2020;0500 UTC;0;976;19,7;89;20;3,4;2,4
20/07/2020;0600 UTC;0;975,7;15,4;77;286;3,7;1,6
20/07/2020;0700 UTC;0;975,5;14,6;89;257;2,6;0,4
20/07/2020;0800 UTC;0;975,8;14,4;91;284;1,8;1,5
20/07/2020;0900 UTC;0;976;14,8;89;313;2,1;1,6
20/07/2020;1000 UTC;0;976,7;14,3;88;324;2,1;0,9
20/07/2020;1100 UTC;0;977,4;15,2;89;341;1,6;1,2
20/07/2020;1200 UTC;0;978,1;20,8;86;338;3,7;2
20/07/2020;1300 UTC;0;978,4;23,2;66;16;6,5;3,6
20/07/2020;1400 UTC;0;978,4;25,7;49;16;6,5;3,4
20/07/2020;1500 UTC;0;978;28,1;45;12;7,8;4,1
20/07/2020;1600 UTC;0;977,1;29,5;40;25;8,9;4,7
20/07/2020;1700 UTC;0;976,1;29,8;39;35;9,1;4,9
20/07/2020;1800 UTC;0;975,2;30,5;39;17;9,5;4,3
20/07/2020;1900 UTC;0;974,6;30,5;38;357;9;4,7
20/07/2020;2000 UTC;0;974,5;29,5;39;13;9,3;2,8
20/07/2020;2100 UTC;0;974,7;26,3;46;22;5,9;2,5
20/07/2020;2200 UTC;0;974,9;22,6;58;55;3,9;2,6
20/07/2020;2300 UTC;0;975,1;22,6;59;37;4,1;2,6
21/07/2020;0000 UTC;0;975,3;22,7;58;10;3,3;2,2
21/07/2020;0100 UTC;0;975,5;20,1;69;349;3,2;1,4
